KansasCity;;;;;;;;;;;;420,7;;;;;;480,4;;;;437,7;;;;;;;;;;;;;;
OklahomaCity;;;;;;;;;;;412,0;428,8;441,4;;;;420,0;;;565,4;599,2;;;;;;;;;;;;;;;
Houston;;;;;;;;;;;;;471,9;;;;;;;507,5;;;;;;;;;;;;;;;982,3;
Dallas;;;;;;;;;;;;;454,6;;;;;491,7;720,7;;567,8;;;;;;;;;;;;;;;
LittleRock;;;;;;;;;;;;;;;;;;495,2;;545,7;;516,4;;;;;;;;;;;;;727,2;652,0
SaintLouis;;;;;;;;;;;;;;;;;420,4;;;;630,2;;493,6;;;;;;507,3;;;;;;;739,2
Chicago;;;;;;;;;;;;;;;203,9;325,0;;;;;;570,5;;;174,0;;;;489,0;;;;;;;
SaultStMarie;;;;;;;;;;;;;;96,0;137,0;;;;;;;;;;389,6;37,6;;;;;;;;;;
Toronto;;;;;;;;;;;;;;;157,0;;;;;;;;300,0;122,6;;92,2;;;519,7;;;;;;;
Montreal;;;;;;;;;;;;;;;;;;;;;;;;220,5;0,5;;67,7;45,3;;;;;;;;
Boston;;;;;;;;;;;;;;;;;;;;;;;;;;43,9;;284,3;;;;;;;;
NewYork;;;;;;;;;;;;;;;;;;;;;;;;;;78,5;119,4;;502,1;359,5;;;;;;
Pittsburgh;;;;;;;;;;;;;;;;;;;;;;566,1;446,9;;302,6;;;300,6;;369,2;700,8;;;;;619,8
Washington;;;;;;;;;;;;;;;;;;;;;;;;;;;;273,2;218,4;;685,7;;;;;
Raleigh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;419,7;475,4;;902,0;724,9;;;629,3
Atlanta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000,0;;1000,0;1000,0;1000,0;1000,0
Charleston;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;671,8;902,0;;726,9;;
Miami;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;905,0;720,7;;777,0;
NewOrleans;;;;;;;;;;;;;;;;;;;621,6;;619,9;;;;;;;;;;;984,0;;771,9;;
Nashville;;;;;;;;;;;;;;;;;;;;;590,0;558,2;;;;;;;511,8;;704,3;901,0;;;;
Step_8000;Vancouver;Seattle;Calgary;Portland;Helena;SaltLakeCity;SanFrancisco;LosAngeles;LasVegas;Phoenix;SantaFe;Denver;ElPaso;Winnipeg;Duluth;Omaha;KansasCity;OklahomaCity;Houston;Dallas;LittleRock;SaintLouis;Chicago;SaultStMarie;Toronto;Montreal;Boston;NewYork;Pittsburgh;Washington;Raleigh;Atlanta;Charleston;Miami;NewOrleans;Nashville
Vancouver;;272,0;273,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Seattle;253,4;;285,8;305,6;336,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Calgary;255,3;269,3;;;319,3;;;;;;;;;294,4;;;;;;;;;;;;;;;;;;;;;;
Portland;;281,9;;;;333,6;367,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Helena;;285,6;273,3;;;352,9;;;;;;349,1;;304,3;364,5;404,7;;;;;;;;;;;;;;;;;;;;
SaltLakeCity;;;;282,1;348,0;;364,4;;352,2;;;392,3;;;;;;;;;;;;;;;;;;;;;;;;
SanFrancisco;;;;312,5;;343,7;;995,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LosAngeles;;;;;;;351,8;;358,3;407,6;;;990,9;;;;;;;;;;;;;;;;;;;;;;;
LasVegas;;;;;;358,0;;414,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Phoenix;;;;;;;;414,4;;;426,3;370,4;511,6;;;;;;;;;;;;;;;;;;;;;;;
SantaFe;;;;;;;;;;397,1;;397,3;463,7;;;;;465,0;;;;;;;;;;;;;;;;;;
Denver;;;;;312,2;346,2;;;;403,3;427,8;;;;;398,5;427,1;462,5;;;;;;;;;;;;;;;;;;
ElPaso;;;;;;;;426,7;;435,8;428,2;;;;;;;450,4;974,2;526,9;;;;;;;;;;;;;;;;
Winnipeg;;;265,5;;332,2;;;;;;;;;;324,4;;;;;;;;;254,8;;;;;;;;;;;;
Duluth;;;;;353,6;;;;;;;;;293,5;;402,9;;;;;;;492,5;311,2;396,6;;;;;;;;;;;
Omaha;;;;;318,1;;;;;;;389,8;;;394,2;;;;;;;;497,6;;;;;;;;;;;;;
KansasCity;;;;;;;;;;;;401,6;;;;;;473,3;;;;487,6;;;;;;;;;;;;;;
OklahomaCity;;;;;;;;;;;420,7;383,9;527,6;;;;449,9;;;482,7;494,6;;;;;;;;;;;;;;;
Houston;;;;;;;;;;;;;522,4;;;;;;;492,4;;;;;;;;;;;;;;;907,5;
Dallas;;;;;;;;;;;;;524,9;;;;;490,5;552,1;;557,3;;;;;;;;;;;;;;;
LittleRock;;;;;;;;;;;;;;;;;;447,8;;496,2;;534,9;;;;;;;;;;;;;776,7;653,5
SaintLouis;;;;;;;;;;;;;;;;;424,5;;;;574,5;;488,5;;;;;;552,7;;;;;;;750,1
Chicago;;;;;;;;;;;;;;;394,3;395,1;;;;;;574,8;;;461,8;;;;522,1;;;;;;;
SaultStMarie;;;;;;;;;;;;;;219,7;257,6;;;;;;;;;;411,3;92,5;;;;;;;;;;
Toronto;;;;;;;;;;;;;;;372,8;;;;;;;;483,8;236,6;;218,7;;;548,7;;;;;;;
Montreal;;;;;;;;;;;;;;;;;;;;;;;;278,7;287,5;;204,1;314,8;;;;;;;;
Boston;;;;;;;;;;;;;;;;;;;;;;;;;;149,5;;385,8;;;;;;;;
NewYork;;;;;;;;;;;;;;;;;;;;;;;;;;174,8;290,8;;493,0;591,5;;;;;;
Pittsburgh;;;;;;;;;;;;;;;;;;;;;;509,4;502,2;;438,9;;;467,5;;559,7;653,8;;;;;749,9
Washington;;;;;;;;;;;;;;;;;;;;;;;;;;;;471,1;565,0;;776,8;;;;;
Raleigh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;543,3;593,8;;902,0;751,1;;;710,7
Atlanta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000,0;;1000,0;1000,0;1000,0;1000,0
Charleston;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;647,7;902,0;;788,9;;
Miami;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;905,0;752,5;;752,5;
NewOrleans;;;;;;;;;;;;;;;;;;;656,2;;568,5;;;;;;;;;;;984,0;;769,6;;
Nashville;;;;;;;;;;;;;;;;;;;;;588,7;450,4;;;;;;;565,2;;762,8;901,0;;;;
Step_12000;Vancouver;Seattle;Calgary;Portland;Helena;SaltLakeCity;SanFrancisco;LosAngeles;LasVegas;Phoenix;SantaFe;Denver;ElPaso;Winnipeg;Duluth;Omaha;KansasCity;OklahomaCity;Houston;Dallas;LittleRock;SaintLouis;Chicago;SaultStMarie;Toronto;Montreal;Boston;NewYork;Pittsburgh;Washington;Raleigh;Atlanta;Charleston;Miami;NewOrleans;Nashville
Vancouver;;300,7;287,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Seattle;270,1;;297,5;312,9;335,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Calgary;262,9;277,5;;;339,0;;;;;;;;;319,1;;;;;;;;;;;;;;;;;;;;;;
Portland;;278,6;;;;353,3;327,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Helena;;302,3;305,6;;;364,1;;;;;;386,8;;326,7;379,0;392,3;;;;;;;;;;;;;;;;;;;;
SaltLakeCity;;;;323,2;359,1;;331,9;;345,1;;;418,1;;;;;;;;;;;;;;;;;;;;;;;;
SanFrancisco;;;;305,4;;361,6;;978,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LosAngeles;;;;;;;343,0;;369,0;420,5;;;897,2;;;;;;;;;;;;;;;;;;;;;;;
LasVegas;;;;;;366,7;;413,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Phoenix;;;;;;;;399,0;;;443,5;409,8;575,2;;;;;;;;;;;;;;;;;;;;;;;
SantaFe;;;;;;;;;;429,7;;418,8;496,5;;;;;481,5;;;;;;;;;;;;;;;;;;
Denver;;;;;329,9;343,0;;;;395,9;437,0;;;;;403,5;440,5;494,3;;;;;;;;;;;;;;;;;;
ElPaso;;;;;;;;385,6;;453,5;427,7;;;;;;;501,0;987,6;494,4;;;;;;;;;;;;;;;;
Winnipeg;;;302,3;;349,6;;;;;;;;;;395,2;;;;;;;;;312,5;;;;;;;;;;;;
Duluth;;;;;323,2;;;;;;;;;326,7;;399,8;;;;;;;478,7;399,7;427,9;;;;;;;;;;;
Omaha;;;;;354,8;;;;;;;397,4;;;402,1;;;;;;;;432,4;;;;;;;;;;;;;
KansasCity;;;;;;;;;;;;404,2;;;;;;487,2;;;;546,9;;;;;;;;;;;;;;
OklahomaCity;;;;;;;;;;;420,1;393,2;459,7;;;;445,6;;;511,6;645,0;;;;;;;;;;;;;;;
Houston;;;;;;;;;;;;;516,0;;;;;;;527,1;;;;;;;;;;;;;;;982,3;
Dallas;;;;;;;;;;;;;507,2;;;;;452,4;556,7;;600,3;;;;;;;;;;;;;;;
LittleRock;;;;;;;;;;;;;;;;;;501,4;;530,1;;530,7;;;;;;;;;;;;;781,5;673,0
SaintLouis;;;;;;;;;;;;;;;;;458,9;;;;577,2;;513,0;;;;;;603,7;;;;;;;709,4
Chicago;;;;;;;;;;;;;;;390,1;412,3;;;;;;562,9;;;440,5;;;;630,6;;;;;;;
SaultStMarie;;;;;;;;;;;;;;303,5;332,2;;;;;;;;;;484,8;315,9;;;;;;;;;;
Toronto;;;;;;;;;;;;;;;408,1;;;;;;;;480,7;374,5;;417,5;;;587,4;;;;;;;
Montreal;;;;;;;;;;;;;;;;;;;;;;;;324,3;289,3;;372,6;517,5;;;;;;;;
Boston;;;;;;;;;;;;;;;;;;;;;;;;;;366,3;;507,3;;;;;;;;
NewYork;;;;;;;;;;;;;;;;;;;;;;;;;;398,1;402,3;;580,5;619,8;;;;;;
Pittsburgh;;;;;;;;;;;;;;;;;;;;;;594,5;509,7;;450,9;;;518,6;;609,2;671,6;;;;;760,8
Washington;;;;;;;;;;;;;;;;;;;;;;;;;;;;531,1;603,9;;731,4;;;;;
Raleigh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;584,0;580,0;;902,0;782,7;;;610,3
Atlanta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000,0;;1000,0;1000,0;1000,0;1000,0
Charleston;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;721,9;902,0;;785,9;;
Miami;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;905,0;759,4;;721,1;
NewOrleans;;;;;;;;;;;;;;;;;;;626,3;;571,3;;;;;;;;;;;984,0;;776,0;;
Nashville;;;;;;;;;;;;;;;;;;;;;582,1;480,4;;;;;;;591,5;;695,8;901,0;;;;
Step_16000;Vancouver;Seattle;Calgary;Portland;Helena;SaltLakeCity;SanFrancisco;LosAngeles;LasVegas;Phoenix;SantaFe;Denver;ElPaso;Winnipeg;Duluth;Omaha;KansasCity;OklahomaCity;Houston;Dallas;LittleRock;SaintLouis;Chicago;SaultStMarie;Toronto;Montreal;Boston;NewYork;Pittsburgh;Washington;Raleigh;Atlanta;Charleston;Miami;NewOrleans;Nashville
Vancouver;;298,1;297,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Seattle;273,4;;299,7;295,7;349,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Calgary;273,6;299,6;;;355,5;;;;;;;;;338,4;;;;;;;;;;;;;;;;;;;;;;
Portland;;297,2;;;;351,6;339,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Helena;;288,2;309,2;;;351,3;;;;;;391,7;;345,8;428,5;387,2;;;;;;;;;;;;;;;;;;;;
SaltLakeCity;;;;319,4;354,5;;433,5;;351,2;;;975,2;;;;;;;;;;;;;;;;;;;;;;;;
SanFrancisco;;;;306,4;;895,8;;338,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LosAngeles;;;;;;;335,9;;346,1;442,3;;;517,1;;;;;;;;;;;;;;;;;;;;;;;
LasVegas;;;;;;353,9;;356,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Phoenix;;;;;;;;411,4;;;425,6;427,1;521,7;;;;;;;;;;;;;;;;;;;;;;;
SantaFe;;;;;;;;;;405,4;;440,5;470,7;;;;;524,6;;;;;;;;;;;;;;;;;;
Denver;;;;;347,8;360,1;;;;428,2;422,7;;;;;415,5;451,1;898,9;;;;;;;;;;;;;;;;;;
ElPaso;;;;;;;;413,1;;421,4;439,0;;;;;;;508,0;595,9;517,7;;;;;;;;;;;;;;;;
Winnipeg;;;292,8;;334,8;;;;;;;;;;401,3;;;;;;;;;391,4;;;;;;;;;;;;
Duluth;;;;;377,4;;;;;;;;;352,5;;409,3;;;;;;;493,8;406,0;463,0;;;;;;;;;;;
Omaha;;;;;352,2;;;;;;;420,8;;;404,2;;;;;;;;495,1;;;;;;;;;;;;;
KansasCity;;;;;;;;;;;;407,0;;;;;;486,2;;;;536,1;;;;;;;;;;;;;;
OklahomaCity;;;;;;;;;;;443,5;414,2;448,4;;;;487,0;;;526,2;1009,0;;;;;;;;;;;;;;;
Houston;;;;;;;;;;;;;482,9;;;;;;;522,5;;;;;;;;;;;;;;;786,3;
Dallas;;;;;;;;;;;;;501,7;;;;;513,4;576,2;;617,3;;;;;;;;;;;;;;;
LittleRock;;;;;;;;;;;;;;;;;;513,6;;558,7;;567,0;;;;;;;;;;;;;1007,0;685,9
SaintLouis;;;;;;;;;;;;;;;;;461,8;;;;650,5;;488,4;;;;;;589,8;;;;;;;750,9
Chicago;;;;;;;;;;;;;;;369,2;415,6;;;;;;544,2;;;499,4;;;;530,2;;;;;;;
SaultStMarie;;;;;;;;;;;;;;338,4;410,6;;;;;;;;;;456,9;421,6;;;;;;;;;;
Toronto;;;;;;;;;;;;;;;396,6;;;;;;;;529,5;397,3;;428,6;;;505,7;;;;;;;
Montreal;;;;;;;;;;;;;;;;;;;;;;;;365,0;415,3;;453,3;513,6;;;;;;;;
Boston;;;;;;;;;;;;;;;;;;;;;;;;;;427,4;;540,0;;;;;;;;
NewYork;;;;;;;;;;;;;;;;;;;;;;;;;;424,7;430,5;;592,2;625,7;;;;;;
Pittsburgh;;;;;;;;;;;;;;;;;;;;;;569,2;473,4;;418,1;;;498,8;;617,9;762,6;;;;;684,9
Washington;;;;;;;;;;;;;;;;;;;;;;;;;;;;476,7;591,9;;701,1;;;;;
Raleigh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;570,6;581,5;;902,0;759,1;;;706,0
Atlanta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000,0;;1000,0;1000,0;1000,0;1000,0
Charleston;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;686,0;902,0;;787,9;;
Miami;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;905,0;762,5;;732,7;
NewOrleans;;;;;;;;;;;;;;;;;;;562,8;;650,4;;;;;;;;;;;1004,0;;747,8;;
Nashville;;;;;;;;;;;;;;;;;;;;;656,6;536,0;;;;;;;572,1;;744,7;901,0;;;;
Step_20000;Vancouver;Seattle;Calgary;Portland;Helena;SaltLakeCity;SanFrancisco;LosAngeles;LasVegas;Phoenix;SantaFe;Denver;ElPaso;Winnipeg;Duluth;Omaha;KansasCity;OklahomaCity;Houston;Dallas;LittleRock;SaintLouis;Chicago;SaultStMarie;Toronto;Montreal;Boston;NewYork;Pittsburgh;Washington;Raleigh;Atlanta;Charleston;Miami;NewOrleans;Nashville
Vancouver;;293,2;317,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Seattle;277,7;;321,3;310,6;372,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Calgary;287,0;302,8;;;355,6;;;;;;;;;373,9;;;;;;;;;;;;;;;;;;;;;;
Portland;;315,7;;;;359,0;336,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Helena;;283,5;322,7;;;352,0;;;;;;422,3;;363,3;386,4;407,6;;;;;;;;;;;;;;;;;;;;
SaltLakeCity;;;;298,6;362,0;;315,4;;363,7;;;389,3;;;;;;;;;;;;;;;;;;;;;;;;
SanFrancisco;;;;310,9;;342,0;;977,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LosAngeles;;;;;;;332,7;;326,8;427,2;;;891,7;;;;;;;;;;;;;;;;;;;;;;;
LasVegas;;;;;;331,9;;401,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Phoenix;;;;;;;;398,3;;;431,2;425,9;503,3;;;;;;;;;;;;;;;;;;;;;;;
SantaFe;;;;;;;;;;408,1;;434,6;460,9;;;;;502,6;;;;;;;;;;;;;;;;;;
Denver;;;;;384,0;355,5;;;;393,1;446,0;;;;;412,3;464,9;469,6;;;;;;;;;;;;;;;;;;
ElPaso;;;;;;;;388,0;;412,0;423,0;;;;;;;495,9;1012,0;477,6;;;;;;;;;;;;;;;;
Winnipeg;;;319,8;;378,9;;;;;;;;;;430,4;;;;;;;;;405,9;;;;;;;;;;;;
Duluth;;;;;352,7;;;;;;;;;354,4;;441,4;;;;;;;499,0;413,6;473,6;;;;;;;;;;;
Omaha;;;;;358,0;;;;;;;438,8;;;417,3;;;;;;;;525,5;;;;;;;;;;;;;
KansasCity;;;;;;;;;;;;410,3;;;;;;495,7;;;;541,9;;;;;;;;;;;;;;
OklahomaCity;;;;;;;;;;;440,9;419,4;466,6;;;;466,7;;;535,5;586,4;;;;;;;;;;;;;;;
Houston;;;;;;;;;;;;;474,0;;;;;;;531,1;;;;;;;;;;;;;;;1006,0;
Dallas;;;;;;;;;;;;;494,5;;;;;463,6;616,7;;542,9;;;;;;;;;;;;;;;
LittleRock;;;;;;;;;;;;;;;;;;443,0;;507,6;;540,8;;;;;;;;;;;;;748,5;680,4
SaintLouis;;;;;;;;;;;;;;;;;472,6;;;;595,7;;507,4;;;;;;531,3;;;;;;;659,7
Chicago;;;;;;;;;;;;;;;429,0;419,9;;;;;;525,1;;;499,0;;;;553,9;;;;;;;
SaultStMarie;;;;;;;;;;;;;;326,0;416,9;;;;;;;;;;485,6;444,5;;;;;;;;;;
Toronto;;;;;;;;;;;;;;;388,8;;;;;;;;502,3;440,8;;439,6;;;547,1;;;;;;;
Montreal;;;;;;;;;;;;;;;;;;;;;;;;379,2;463,6;;429,0;493,4;;;;;;;;
Boston;;;;;;;;;;;;;;;;;;;;;;;;;;462,9;;526,3;;;;;;;;
NewYork;;;;;;;;;;;;;;;;;;;;;;;;;;472,2;459,9;;568,3;573,5;;;;;;
Pittsburgh;;;;;;;;;;;;;;;;;;;;;;537,8;509,9;;471,7;;;521,9;;549,9;694,2;;;;;777,2
Washington;;;;;;;;;;;;;;;;;;;;;;;;;;;;526,9;581,0;;675,1;;;;;
Raleigh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;587,4;579,5;;902,0;778,4;;;675,5
Atlanta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000,0;;1000,0;1000,0;1000,0;1000,0
Charleston;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;745,7;902,0;;781,4;;
Miami;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;905,0;773,3;;744,9;
NewOrleans;;;;;;;;;;;;;;;;;;;665,7;;583,1;;;;;;;;;;;984,0;;747,1;;
Nashville;;;;;;;;;;;;;;;;;;;;;604,3;595,1;;;;;;;564,3;;696,9;901,0;;;;
Step_24000;Vancouver;Seattle;Calgary;Portland;Helena;SaltLakeCity;SanFrancisco;LosAngeles;LasVegas;Phoenix;SantaFe;Denver;ElPaso;Winnipeg;Duluth;Omaha;KansasCity;OklahomaCity;Houston;Dallas;LittleRock;SaintLouis;Chicago;SaultStMarie;Toronto;Montreal;Boston;NewYork;Pittsburgh;Washington;Raleigh;Atlanta;Charleston;Miami;NewOrleans;Nashville
Vancouver;;288,4;301,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Seattle;275,0;;314,8;298,2;371,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Calgary;285,2;306,3;;;353,5;;;;;;;;;354,8;;;;;;;;;;;;;;;;;;;;;;
Portland;;303,8;;;;375,9;335,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Helena;;299,7;304,3;;;355,0;;;;;;394,6;;353,1;400,1;394,7;;;;;;;;;;;;;;;;;;;;
SaltLakeCity;;;;317,6;340,8;;320,3;;351,5;;;424,5;;;;;;;;;;;;;;;;;;;;;;;;
SanFrancisco;;;;313,0;;348,9;;1021,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LosAngeles;;;;;;;348,5;;347,4;415,0;;;1018,0;;;;;;;;;;;;;;;;;;;;;;;
LasVegas;;;;;;341,1;;384,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Phoenix;;;;;;;;407,4;;;398,6;424,2;468,2;;;;;;;;;;;;;;;;;;;;;;;
SantaFe;;;;;;;;;;411,2;;405,2;484,4;;;;;503,8;;;;;;;;;;;;;;;;;;
Denver;;;;;339,8;357,8;;;;388,4;430,8;;;;;418,5;466,6;454,3;;;;;;;;;;;;;;;;;;
ElPaso;;;;;;;;383,3;;398,5;413,9;;;;;;;519,8;1012,0;522,1;;;;;;;;;;;;;;;;
Winnipeg;;;331,2;;337,5;;;;;;;;;;376,3;;;;;;;;;409,6;;;;;;;;;;;;
Duluth;;;;;344,0;;;;;;;;;359,6;;402,6;;;;;;;467,0;384,2;468,1;;;;;;;;;;;
Omaha;;;;;365,9;;;;;;;432,5;;;400,0;;;;;;;;481,9;;;;;;;;;;;;;
KansasCity;;;;;;;;;;;;397,4;;;;;;474,6;;;;523,7;;;;;;;;;;;;;;
OklahomaCity;;;;;;;;;;;433,4;412,8;508,6;;;;441,5;;;509,8;557,9;;;;;;;;;;;;;;;
Houston;;;;;;;;;;;;;503,9;;;;;;;526,2;;;;;;;;;;;;;;;982,3;
Dallas;;;;;;;;;;;;;498,6;;;;;509,9;644,7;;533,0;;;;;;;;;;;;;;;
LittleRock;;;;;;;;;;;;;;;;;;503,1;;542,2;;536,5;;;;;;;;;;;;;771,2;603,5
SaintLouis;;;;;;;;;;;;;;;;;472,7;;;;591,1;;461,8;;;;;;584,5;;;;;;;748,9
Chicago;;;;;;;;;;;;;;;392,7;412,8;;;;;;482,8;;;515,0;;;;557,9;;;;;;;
SaultStMarie;;;;;;;;;;;;;;365,3;408,1;;;;;;;;;;495,2;432,6;;;;;;;;;;
Toronto;;;;;;;;;;;;;;;435,9;;;;;;;;475,4;405,0;;445,3;;;613,4;;;;;;;
Montreal;;;;;;;;;;;;;;;;;;;;;;;;406,4;478,4;;467,8;515,1;;;;;;;;
Boston;;;;;;;;;;;;;;;;;;;;;;;;;;431,7;;533,0;;;;;;;;
NewYork;;;;;;;;;;;;;;;;;;;;;;;;;;421,0;460,6;;598,7;598,7;;;;;;
Pittsburgh;;;;;;;;;;;;;;;;;;;;;;589,1;478,1;;461,8;;;513,6;;576,9;695,5;;;;;684,8
Washington;;;;;;;;;;;;;;;;;;;;;;;;;;;;497,2;634,4;;673,2;;;;;
Raleigh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;582,7;523,1;;902,0;784,7;;;737,3
Atlanta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000,0;;1000,0;1000,0;1000,0;1000,0
Charleston;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;780,4;902,0;;802,7;;
Miami;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;905,0;776,8;;781,0;
NewOrleans;;;;;;;;;;;;;;;;;;;512,0;;563,2;;;;;;;;;;;984,0;;798,2;;
Nashville;;;;;;;;;;;;;;;;;;;;;603,5;569,5;;;;;;;601,7;;802,2;901,0;;;;
Step_28000;Vancouver;Seattle;Calgary;Portland;Helena;SaltLakeCity;SanFrancisco;LosAngeles;LasVegas;Phoenix;SantaFe;Denver;ElPaso;Winnipeg;Duluth;Omaha;KansasCity;OklahomaCity;Houston;Dallas;LittleRock;SaintLouis;Chicago;SaultStMarie;Toronto;Montreal;Boston;NewYork;Pittsburgh;Washington;Raleigh;Atlanta;Charleston;Miami;NewOrleans;Nashville
Vancouver;;279,5;291,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Seattle;263,3;;285,9;309,1;364,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Calgary;276,9;300,7;;;320,0;;;;;;;;;350,0;;;;;;;;;;;;;;;;;;;;;;
Portland;;298,1;;;;340,2;332,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Helena;;321,6;314,3;;;349,6;;;;;;419,0;;373,4;440,8;417,0;;;;;;;;;;;;;;;;;;;;
SaltLakeCity;;;;311,8;370,3;;342,8;;357,9;;;414,9;;;;;;;;;;;;;;;;;;;;;;;;
SanFrancisco;;;;315,1;;354,9;;978,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LosAngeles;;;;;;;334,9;;343,6;419,5;;;892,5;;;;;;;;;;;;;;;;;;;;;;;
LasVegas;;;;;;343,8;;402,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Phoenix;;;;;;;;355,1;;;419,2;440,6;564,5;;;;;;;;;;;;;;;;;;;;;;;
SantaFe;;;;;;;;;;390,9;;443,1;430,7;;;;;528,8;;;;;;;;;;;;;;;;;;
Denver;;;;;354,8;352,7;;;;408,6;436,8;;;;;415,7;467,6;472,5;;;;;;;;;;;;;;;;;;
